,Date,Leg,Home,Away,Result
0,28.05.1977,DFB-Pokal 1976/1977 » Finale,1. FC Köln,Hertha BSC,"1:1 (1:0, 1:1) n.V."
0,30.05.1977,DFB-Pokal 1976/1977 » Finale,1. FC Köln,Hertha BSC,1:0 (0:0) 
0,29.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Hannover 96,TeBe Berlin,0:2 (0:0) 
0,29.07.1977,DFB-Pokal 1977/1978 » 1. Runde,FC Augsburg,SpVgg Fürth,1:0 (1:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,VfB Stuttgart,Eintracht Bremen,10:0 (4:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SC Göttingen 05,FC Schalke 04,0:2 (0:2) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,TSV 1860 München,Arminia Bielefeld,4:2 (2:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Kickers Offenbach,1. FC Köln,0:4 (0:2) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,TSV Ofterdingen,Hamburger SV,0:5 (0:1) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Eintracht Braunschweig,Eintracht Nordhorn,10:1 (5:1) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,FC St. Wendel,Fortuna Düsseldorf,1:6 (0:5) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Blumenthaler SV,Werder Bremen,1:5 (0:1) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SG Ellingen,FC St. Pauli,1:6 (0:2) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,1. FC Viersen,Bor. Mönchengladbach,0:8 (0:1) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,FSV Ludwigshafen,1. FC Kaiserslautern,0:3 (0:1) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,TuS Rosenberg,MSV Duisburg,1:11 (0:4) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Rot-Weiss Essen,VfR Bürstadt,3:2 (2:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Wuppertaler SV,SC Herford,"2:2 (0:1, 2:2, 2:2) n.V."
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,OSC Bremerhaven,Preußen Münster,3:2 (1:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,KSV Baunatal,Alemannia Aachen,2:3 (1:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Karlsruher SC,1. FC Nürnberg,2:1 (0:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Rendsburger TSV,VfL Osnabrück,0:2 (0:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Normannia Gmünd,Fortuna Köln,2:0 (0:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Arminia Hannover,FC Augsburg II,0:1 (0:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Hummelsbütteler SV,TuS Schloß-Neuhaus,0:2 (0:2) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,VfL Wolfsburg,FSV Bad Orb,3:1 (1:1) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,TuRa Harksheide,SV Ottweiler,"1:1 (0:1, 1:1) n.V."
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SV Chio Waldhof,Lüssumer TV,12:0 (8:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Itzehoer SV 09,Borussia Brand,2:1 (1:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SC Viktoria 04 Köln,Eintracht Bad Kreuznach,0:2 (0:2) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SC Gladenbach,SSV Elspe,2:1 (1:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,FC 08 Villingen,SpVgg Bayreuth,0:1 (0:1) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Heidenheimer SB 1846,FK Pirmasens,1:2 (1:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SG Wattenscheid 09,TSV Taunusstein,"1:2 (0:0, 0:0) n.V."
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,FV Würzburg 04,SSV Jahn Regensburg,1:0 (0:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Schleswig 06,SV Röchling Völklingen,0:1 (0:1) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,VfV Hildesheim,TV Unterboihingen,"4:1 (1:0, 1:1) n.V."
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Saar 05 Saarbrücken,Wacker 04 Berlin,"0:0 (0:0, 0:0) n.V."
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,1. FSV Mainz 05,Hertha Zehlendorf,7:1 (4:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Eintracht Trier,BW Wulfen,3:0 (0:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SV Bayer 04 Leverkusen,FSV Salmrohr,5:0 (1:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,FC Konstanz,Eintracht Frankfurt,1:6 (0:5) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,RSV Rehburg,Hertha BSC,1:6 (0:1) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,BV 04 Düsseldorf,VfL Bad Schwartau,3:0 (0:0) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Südwest Nürnberg,SV Darmstadt 98,1:3 (0:3) 
0,30.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Horner TV,Alemannia Eggenstein,1:3 (0:3) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,VfB Oldenburg,VfL Bochum,0:2 (0:1) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,TSV Ottobrunn,Borussia Dortmund,0:9 (0:4) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SG Union Solingen,Schwarz-Weiß Essen,"2:2 (0:0, 1:1) n.V."
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Westfalia Herne,BC Efferen,6:1 (4:1) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SV Sandhausen,1. Traber FC Mariendorf,3:1 (1:1) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,FC Rastatt 04,TuS Struck,2:1 (1:0) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Hassia Bingen,Stuttgarter Kickers,0:1 (0:0) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,BV 08 Lüttringhausen,Freiburger FC,1:2 (1:0) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Concordia Hamburg,FC Bayern Hof,2:0 (0:0) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,FC Tailfingen,SpVgg Neckarsgemünd,2:0 (0:0) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Bonner SC,Sportfreunde Eisbachtal,5:1 (1:0) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Lichterfelder SU,Alemannia Plaidt,"2:2 (1:1, 2:2) n.V."
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Warendorfer SU,FSV Hemmersdorf,3:1 (1:0) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,TuS Langerwehe,VfB Coburg,3:0 (1:0) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,SpVgg 05 Bad Homburg,FC 08 Homburg,1:2 (1:0) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,Olympia Kirrlach,Bayer 05 Uerdingen,0:6 (0:2) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,OSV Hannover,FSV Frankfurt,2:5 (0:1) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,EGC Wirges,DSC Wanne-Eickel,2:3 (0:1) 
0,31.07.1977,DFB-Pokal 1977/1978 » 1. Runde,FC Viktoria 1889,BSV Schwenningen,"2:3 (1:0, 2:3) n.V."
0,10.08.1977,DFB-Pokal 1977/1978 » 1. Runde,1. FC Saarbrücken,Bayern München,1:2 (1:0) 
0,09.10.1977,DFB-Pokal 1977/1978 » 1. Runde,Horner TV,Alemannia Eggenstein,1:2 (1:0) 
0,09.10.1977,DFB-Pokal 1977/1978 » 1. Runde,Horner TV,Alemannia Eggenstein,1:2 (1:0) 
0,06.08.1977,DFB-Pokal 1977/1978 » 1. Runde,SV Ottweiler,TuRa Harksheide,2:1 (2:0) 
0,07.08.1977,DFB-Pokal 1977/1978 » 1. Runde,Wacker 04 Berlin,Saar 05 Saarbrücken,"5:4 (1:0, 1:1, 1:1) i.E."
0,10.08.1977,DFB-Pokal 1977/1978 » 1. Runde,SC Herford,Wuppertaler SV,3:0 (2:0) 
0,10.08.1977,DFB-Pokal 1977/1978 » 1. Runde,Schwarz-Weiß Essen,SG Union Solingen,2:0 (2:0) 
0,10.08.1977,DFB-Pokal 1977/1978 » 1. Runde,Alemannia Plaidt,Lichterfelder SU,2:1 (1:1) 
0,19.08.1977,DFB-Pokal 1977/1978 » 2. Runde,BV 04 Düsseldorf,Bor. Mönchengladbach,1:4 (1:1) 
0,19.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Bayern München,Eintracht Trier,3:1 (1:1) 
0,19.08.1977,DFB-Pokal 1977/1978 » 2. Runde,1. FC Kaiserslautern,Wacker 04 Berlin,4:1 (1:1) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,SV Chio Waldhof,Hertha BSC,1:3 (0:1) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Fortuna Düsseldorf,Borussia Dortmund,3:1 (0:1) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,MSV Duisburg,VfB Stuttgart,3:0 (1:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,FC St. Pauli,VfL Bochum,0:3 (0:1) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,FC Schalke 04,TSV Taunusstein,8:1 (4:1) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,TuS Schloß-Neuhaus,Eintracht Frankfurt,"2:2 (2:0, 2:2) n.V."
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,1. FC Köln,Eintracht Bad Kreuznach,3:1 (2:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,1. FSV Mainz 05,Hamburger SV,1:4 (1:2) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,SV Röchling Völklingen,Werder Bremen,0:4 (0:2) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Karlsruher SC,FK Pirmasens,"4:3 (1:0, 3:3) n.V."
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Bayer 05 Uerdingen,FSV Frankfurt,0:3 (0:1) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,TeBe Berlin,Westfalia Herne,1:3 (0:1) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,VfL Osnabrück,SV Darmstadt 98,2:1 (0:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,FC 08 Homburg,SC Herford,3:0 (3:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,OSC Bremerhaven,FC Augsburg,0:1 (0:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,FC Tailfingen,Rot-Weiss Essen,1:2 (0:1) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,SV Bayer 04 Leverkusen,FC Rastatt 04,3:1 (0:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Schwarz-Weiß Essen,Concordia Hamburg,2:0 (1:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Warendorfer SU,Freiburger FC,1:4 (1:2) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,TuS Langerwehe,FV Würzburg 04,"1:0 (0:0, 0:0) n.V."
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,VfV Hildesheim,Alemannia Aachen,3:0 (0:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Itzehoer SV 09,SpVgg Bayreuth,1:6 (0:4) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Normannia Gmünd,FC Augsburg II,1:2 (1:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,SC Gladenbach,SV Sandhausen,1:5 (0:3) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,DSC Wanne-Eickel,VfL Wolfsburg,3:1 (2:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Alemannia Plaidt,Bonner SC,1:2 (0:1) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,BSV Schwenningen,SV Ottweiler,4:0 (2:0) 
0,20.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Eintracht Braunschweig,Stuttgarter Kickers,3:1 (2:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 2. Runde,TSV 1860 München,Alemannia Eggenstein,7:1 (2:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 2. Runde,TSV 1860 München,Alemannia Eggenstein,7:1 (2:0) 
0,24.08.1977,DFB-Pokal 1977/1978 » 2. Runde,Eintracht Frankfurt,TuS Schloß-Neuhaus,4:0 (1:0) 
0,14.10.1977,DFB-Pokal 1977/1978 » 3. Runde,FC Augsburg II,Hertha BSC,0:4 (0:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,MSV Duisburg,1. FC Kaiserslautern,2:1 (0:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,FC Schalke 04,Eintracht Frankfurt,1:0 (0:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,FC 08 Homburg,Bayern München,3:1 (0:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,Fortuna Düsseldorf,Rot-Weiss Essen,4:1 (2:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,Freiburger FC,VfL Bochum,2:6 (0:4) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,FSV Frankfurt,1. FC Köln,0:3 (0:3) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,SV Sandhausen,Eintracht Braunschweig,0:4 (0:1) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,DSC Wanne-Eickel,Werder Bremen,0:2 (0:1) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,Hamburger SV,VfV Hildesheim,6:0 (3:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,Bor. Mönchengladbach,Bonner SC,3:0 (0:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,SV Bayer 04 Leverkusen,Westfalia Herne,1:5 (1:2) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,Karlsruher SC,SpVgg Bayreuth,2:0 (1:0) 
0,15.10.1977,DFB-Pokal 1977/1978 » 3. Runde,TuS Langerwehe,VfL Osnabrück,2:0 (1:0) 
0,16.10.1977,DFB-Pokal 1977/1978 » 3. Runde,Schwarz-Weiß Essen,BSV Schwenningen,"2:1 (1:1, 1:1) n.V."
0,25.10.1977,DFB-Pokal 1977/1978 » 3. Runde,TSV 1860 München,FC Augsburg,3:0 (1:0) 
0,19.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,FC Schalke 04,Hamburger SV,4:2 (2:0) 
0,19.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,Werder Bremen,TSV 1860 München,2:1 (0:0) 
0,19.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,1. FC Köln,Karlsruher SC,4:0 (3:0) 
0,19.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,TuS Langerwehe,MSV Duisburg,1:3 (1:2) 
0,19.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,Bor. Mönchengladbach,VfL Bochum,3:0 (0:0) 
0,19.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,Fortuna Düsseldorf,Eintracht Braunschweig,3:1 (2:0) 
0,19.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,FC 08 Homburg,Hertha BSC,"1:1 (0:0, 0:0) n.V."
0,19.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,Schwarz-Weiß Essen,Westfalia Herne,"0:0 (0:0, 0:0) n.V."
0,19.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,Schwarz-Weiß Essen,Westfalia Herne,"0:0 (0:0, 0:0) n.V."
0,29.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,Hertha BSC,FC 08 Homburg,"4:1 (1:0, 1:1) n.V."
0,30.11.1977,DFB-Pokal 1977/1978 » Achtelfinale,Westfalia Herne,Schwarz-Weiß Essen,0:1 (0:1) 
0,20.12.1977,DFB-Pokal 1977/1978 » Viertelfinale,1. FC Köln,Schwarz-Weiß Essen,9:0 (4:0) 
0,20.12.1977,DFB-Pokal 1977/1978 » Viertelfinale,MSV Duisburg,Hertha BSC,1:0 (1:0) 
0,20.12.1977,DFB-Pokal 1977/1978 » Viertelfinale,Werder Bremen,Bor. Mönchengladbach,2:1 (0:0) 
0,20.12.1977,DFB-Pokal 1977/1978 » Viertelfinale,FC Schalke 04,Fortuna Düsseldorf,"1:1 (0:0, 1:1) n.V."
0,20.12.1977,DFB-Pokal 1977/1978 » Viertelfinale,FC Schalke 04,Fortuna Düsseldorf,"1:1 (0:0, 1:1) n.V."
0,26.12.1977,DFB-Pokal 1977/1978 » Viertelfinale,Fortuna Düsseldorf,FC Schalke 04,1:0 (0:0) 
0,25.01.1978,DFB-Pokal 1977/1978 » Halbfinale,1. FC Köln,Werder Bremen,1:0 (1:0) 
0,25.01.1978,DFB-Pokal 1977/1978 » Halbfinale,Fortuna Düsseldorf,MSV Duisburg,4:1 (3:1) 
0,15.04.1978,DFB-Pokal 1977/1978 » Finale,1. FC Köln,Fortuna Düsseldorf,2:0 (0:0) 
0,04.08.1978,DFB-Pokal 1978/1979 » 1. Runde,VfB Stuttgart,Spandauer SV,12:0 (5:0) 
0,04.08.1978,DFB-Pokal 1978/1979 » 1. Runde,1. FC Nürnberg,ASV Neumarkt,4:0 (2:0) 
0,04.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Freiburger FC,SpVgg Neckarelz,6:1 (2:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,VfL Bochum,Bünder SV,4:0 (2:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,TSV 1860 München,FC Schalke 04,0:5 (0:1) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Arminia Bielefeld,Hamburger SV,"2:1 (1:0, 1:1) n.V."
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Fortuna Düsseldorf,Stuttgarter Kickers,7:2 (2:1) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,FV Würzburg 04,Hertha BSC,"0:2 (0:0, 0:0) n.V."
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Bor. Mönchengladbach,Wuppertaler SV,4:2 (1:1) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,1. FC Kaiserslautern,BFC Preussen,7:0 (2:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Borussia Dortmund,BSV Schwenningen,14:1 (6:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,1. FC Saarbrücken,SpVgg Fürth,"1:0 (0:0, 0:0) n.V."
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,TeBe Berlin,SG Union Solingen,"2:0 (0:0, 0:0) n.V."
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Fortuna Köln,FC Hanau 93,2:0 (0:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SC Freiburg,Rot-Weiss Essen,3:1 (1:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SC Pfullendorf,FC 08 Homburg,0:3 (0:1) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Preußen Münster,SV Leiwen,6:0 (3:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SSV Dillenburg,FSV Frankfurt,2:4 (0:1) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SC Jülich 1910,Kickers Offenbach,1:10 (0:5) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Karlsruher SC,Eintracht Bad Kreuznach,3:1 (1:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,FC Augsburg,Offenburger FV,4:2 (2:1) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Holstein Kiel,Saar 05 Saarbrücken,5:0 (1:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Union Böckingen,Bayer 05 Uerdingen,2:8 (1:3) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Alemannia Aachen,1. FC Eislingen,4:1 (1:1) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,FC St. Pauli,FC Bayern Hof,"3:0 (0:0, 0:0) n.V."
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,FC Tailfingen,SV Sandhausen,"3:0 (0:0, 0:0) n.V."
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SV Südwest Ludwigshafen,Concordia Hamburg,2:0 (2:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SVO Germaringen,VfR Bürstadt,1:7 (0:2) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,MSV Duisburg,SG Wattenscheid 09,4:3 (3:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Bayern München,SSV Glött,5:0 (3:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Eintracht Braunschweig,Schwarz-Weiß Essen,2:0 (1:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SV Darmstadt 98,DJK Abenberg,4:1 (3:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Werder Bremen,SV Holzwickede,5:0 (1:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Eintracht Trier,SG Fuchsmühl,3:1 (1:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Waldhof Mannheim,SV Börnsen,5:0 (2:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,TSV Nord-Harrislee,Borussia Neunkirchen,0:6 (0:2) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,VfB Schrecksbach,Arminia Hannover,3:5 (2:3) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Viktoria Sindlingen,SV Bayer 04 Leverkusen,0:3 (0:2) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Wormatia Worms,VfB 06/08 Remscheid,4:2 (1:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,KSV Baunatal,Union Essen-Frintrop,5:0 (4:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,ESV Ingolstadt,Viktoria Klein-Gladbach,4:0 (0:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SV Memmelsdorf,1. FC Bocholt,1:8 (0:3) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Rot-Weiß Oberhausen,ETSV Landshut,"5:1 (0:0, 1:1) n.V."
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SG Bad Soden,VfL Neustadt/Weinstraße,1:3 (1:1) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SG Ellingen,VfB Lübeck,3:1 (0:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SpVgg Bad Pyrmont,Eintracht Frankfurt,1:2 (1:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,DSC Wanne-Eickel,VfR Mannheim,2:1 (0:0) 
0,05.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SC Göttingen 05,FC Epe,2:0 (0:0) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,OSC Bremerhaven,Hannover 96,0:3 (0:0) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Rot-Weiß Lüdenscheid,1. FC Köln,1:4 (1:2) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,FC Gütersloh,Eintracht Nordhorn,4:1 (0:0) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Werder Bremen II,TuS Neuendorf,"1:1 (1:0, 1:1) n.V."
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Victoria Hamburg,SSV Ulm 1846,0:6 (0:0) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,VfR Heilbronn,TuS Langerwehe,1:0 (1:0) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,Blumenthaler SV,Fortuna Düsseldorf II,"1:2 (0:0, 1:1) n.V."
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SV Haidlfing,SpVgg Bayreuth,0:5 (0:1) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,TuS Hessisch Oldendorf,Westfalia Herne,0:4 (0:1) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,TuS Iserlohn,VfL Osnabrück,0:2 (0:0) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,ASV Burglengenfeld,SC Viktoria 04 Köln,1:4 (1:0) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,1. FC Kirchheim,EGC Wirges,1:2 (1:1) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SV Bliesen,FV Melsungen,2:3 (1:2) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,SC Herford,Würzburger Kickers,2:1 (0:0) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,MTV Gifhorn,FK Pirmasens,0:3 (0:0) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,OSV Hannover,TSV Helmstedt,5:1 (1:1) 
0,06.08.1978,DFB-Pokal 1978/1979 » 1. Runde,OSV Hannover,TSV Helmstedt,5:1 (1:1) 
0,13.09.1978,DFB-Pokal 1978/1979 » 1. Runde,TuS Neuendorf,Werder Bremen II,5:1 (1:1) 
0,22.09.1978,DFB-Pokal 1978/1979 » 2. Runde,VfL Bochum,DSC Wanne-Eickel,"4:2 (0:1, 1:1) n.V."
0,22.09.1978,DFB-Pokal 1978/1979 » 2. Runde,MSV Duisburg,Arminia Bielefeld,3:1 (1:0) 
0,22.09.1978,DFB-Pokal 1978/1979 » 2. Runde,1. FC Saarbrücken,Bayer 05 Uerdingen,2:3 (0:1) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Hannover 96,Alemannia Aachen,1:3 (1:1) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Werder Bremen,Eintracht Frankfurt,2:3 (2:0) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Bayern München,VfL Osnabrück,4:5 (3:3) 
